"name"	"country_code"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"United Arab Emirates"	784	6708.256	9064.594	10944.848	12575.813	13449.811	14487.234	15714.438	16746.782	17481.692	18272.487	19323.624	20403.749	20757.177	21870.351	22683.932	23423.205	24419.922	25145.98
"Yemen"	887	13553.282	15772.766	17986.964	20231.224	22454.747	24697.114	26893.409	28887.175	30605.492	32145.456	33831.355	34640.368	35632.084	36794.782	37589.059	37273.31	37118.664	37795.159
"EUROPE"	908	355993.718	358127.084	359004.279	358568.293	357488.918	356371.807	355043.863	353964.624	352238.628	350528.281	349322.222	348921.565	349758.266	352190.699	355225.3	358357.684	361138.503	364932.471
"Belarus"	112	4413.529	4450.804	4470.255	4454.194	4431.158	4404.381	4409.782	4403.257	4392.422	4406.535	4400.294	4412.061	4458.837	4528.396	4573.905	4634.676	4666.471	4732.509
"Bulgaria"	100	3473.406	3391.384	3294.786	3202.236	3105.117	3016.738	2941.207	2868.636	2814.496	2766.432	2705.331	2664.51	2631.509	2633.143	2642.799	2617.696	2589.152	2540.282
"Czech Republic"	203	5180.067	5241.894	5280.662	5271.561	5247.23	5225.381	5218.674	5204.16	5194.212	5162.681	5123.21	5083.813	5034.292	5004.973	5015.905	5016.445	5043.935	5076.644
"Hungary"	348	4690.865	4678.484	4648.917	4600.256	4538.536	4455.68	4396.024	4341.602	4280.178	4228.549	4170.462	4133.78	4089.246	4053.543	4020.419	3985.689	3979.259	3961.259
"Poland"	616	18673.687	18696.992	18584.523	18333.456	18009.696	17708.091	17342.814	17003.455	16555.651	16198.482	15757.942	15291.446	14840.405	14498.106	14068.809	13749.94	13449.146	13268.345
"Republic of Moldova"	498	1955.859	1972.62	1984.07	1976.008	1957.279	1949.801	1934.991	1921.455	1929.297	1916.341	1930.906	1906.806	1864.05	1848.23	1851.031	1869.586	1864.593	1873.439
"Romania"	642	9450.977	9187.157	8923.778	8661.451	8405.01	8138.195	7916.946	7711.61	7521.084	7324.68	7110.623	6984.852	6858.734	6718.477	6614.244	6545.291	6446.675	6330.909
"Russian Federation"	643	66644.047	67174.482	67433.841	67369.468	67310.598	67333.641	68149.267	68894.153	69681.516	70666.987	71374.18	71855.8	72862.641	74486.311	76233.016	78234.975	80259.976	82413.896
"Slovakia"	703	2630.135	2649.997	2654.211	2633.71	2598.597	2552.732	2509.62	2463.12	2419.681	2369.088	2312.776	2254.054	2207.896	2165.829	2124.052	2089.402	2061.171	2045.826
"Ukraine"	804	20759.396	20595.496	20328.599	19983.363	19538.075	19097.874	18773.874	18494.015	18299.783	18075.076	17802.194	17614.111	17442.395	17429.377	17523.425	17532.523	17660.16	17677.293
"Channel Islands"	830	81.125	84.402	87.405	90.553	93.608	96.082	98.829	101.146	103.499	105.973	108.832	112.039	115.266	119.116	123.037	127.419	131.59	135.646
"Denmark"	208	2813.929	2895.855	2986.248	3076.435	3171.881	3262.119	3349.407	3448.714	3539.699	3641.596	3765.199	3885.525	4015.869	4160.94	4293.714	4433.715	4556.01	4679.941
"Estonia"	233	614.318	627.272	637.82	643.84	650.214	654.995	661.148	667.792	675.981	683.706	689.37	691.843	699.085	700.691	699.552	713.381	716.082	720.315
"Finland"	246	2709.039	2811.76	2903.85	2984.695	3059.221	3122.189	3179.334	3254.47	3316.989	3366.899	3456.741	3525.741	3605.283	3662.048	3713.746	3755.903	3812.504	3887.209
"Iceland"	352	165.02	173.457	181.288	189.018	195.367	200.972	205.874	210.823	214.376	218.266	222.14	224.205	226.66	230.614	232.379	235.698	236.93	241.8
"Ireland"	372	2340.097	2469.2	2588.411	2703.876	2827.867	2945.791	3076.708	3191.761	3290.42	3399.358	3514.969	3601.538	3690.69	3795.738	3910.483	4023.42	4130.927	4264.893
"Latvia"	428	903.99	888.896	875.928	864.278	853.214	849.455	843.75	846.463	839.477	842.968	840.517	853.027	856.143	873.051	883.823	894.704	904.773	915.774
"Lithuania"	440	1325.24	1249.174	1192.873	1146.175	1099.064	1060.754	1042.113	1031.705	1023.067	1008.06	997.843	994.14	996.733	995.646	986.77	992.35	1004.58	1015.302
"Norway"	578	2624.804	2830.39	3053.252	3303.743	3557.291	3845.047	4135.064	4462.11	4804.344	5183.565	5580.678	6075.472	6545.084	7094.027	7669.309	8238.916	8921.644	9697.33
"Sweden"	752	4886.817	5145.627	5401.129	5658.12	5896.769	6129.3	6362.494	6636.624	6928.248	7203.936	7568.64	7905.547	8231.71	8539.403	8897.983	9242.732	9583.296	9968.992
"United Kingdom"	826	31898.594	33220.223	34508.075	35699.74	36886.17	38170.956	39317.097	40550.721	41523.337	42627.205	43937.169	45065.322	46295.161	47596.181	49079.091	50444.703	51659.724	53037.322
"Albania"	8	1436.82	1529.015	1610.857	1681.013	1759.481	1811.947	1860.136	1909.715	2009.089	2073.469	2114.556	2157.839	2186.118	2236.883	2275.361	2208.94	2295.653	2329.308
"Bosnia and Herzegovina"	70	1896.451	1972.441	2018.325	2034.265	2025.896	2036.876	2039.381	2033.471	2008.271	2016.461	1944.838	1918.915	1896.096	1853.039	1789.051	1792.373	1748.771	1726.139
"Croatia"	191	2045.25	2041.612	2030.023	2010.917	1999.677	1979.584	1957.501	1931.291	1908.481	1884.503	1862.19	1840.755	1815.171	1788.407	1766.946	1761.041	1741.947	1735.769
