"country_code"	"name"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
499	"Montenegro"	5.854	6.799	6.145	6.198	6.254	6.306	6.358	6.407	6.434	6.413	6.358	6.299	6.267	6.29	6.366	6.471	6.583
620	"Portugal"	4.757	6.912	7.441	7.685	7.913	8.105	8.225	8.252	8.203	8.115	8.015	7.919	7.84	7.808	7.833	7.896	7.985
688	"Serbia"	3.152	3.34	4.125	4.145	4.153	4.147	4.105	4.026	3.936	3.858	3.803	3.781	3.796	3.839	3.891	3.953	4.031
705	"Slovenia"	4.124	4.957	5.449	5.566	5.656	5.704	5.714	5.703	5.685	5.665	5.644	5.628	5.623	5.644	5.691	5.748	5.802
724	"Spain"	4.276	5.493	6.905	7.094	7.249	7.354	7.41	7.418	7.394	7.359	7.351	7.402	7.52	7.678	7.832	7.955	8.059
807	"TFYR Macedonia"	3.79	4.665	4.721	4.757	4.818	4.909	5.024	5.119	5.158	5.137	5.073	4.984	4.902	4.83	4.765	4.695	4.616
40	"Austria"	5.44	5.531	5.504	5.493	5.48	5.471	5.468	5.468	5.475	5.49	5.51	5.527	5.536	5.531	5.502	5.449	5.376
56	"Belgium"	6.323	6.585	6.561	6.583	6.611	6.649	6.695	6.73	6.735	6.713	6.672	6.617	6.552	6.484	6.414	6.341	6.264
250	"France"	3.897	4.151	4.5	4.571	4.633	4.677	4.7	4.705	4.696	4.677	4.655	4.633	4.62	4.622	4.644	4.691	4.756
276	"Germany"	5.578	5.419	5.4	5.383	5.37	5.36	5.343	5.315	5.286	5.262	5.24	5.222	5.206	5.183	5.145	5.085	5.01
442	"Luxembourg"	23.645	25.177	24.696	23.612	22.616	21.763	21.061	20.495	20.038	19.663	19.341	19.042	18.748	18.45	18.141	17.82	17.479
528	"Netherlands"	2.93	3.248	3.487	3.499	3.509	3.517	3.522	3.522	3.518	3.515	3.522	3.539	3.56	3.581	3.594	3.593	3.583
756	"Switzerland"	12.773	12.559	12.251	12.047	11.862	11.695	11.545	11.415	11.312	11.237	11.179	11.122	11.051	10.96	10.839	10.694	10.543
904	"LATIN AMERICA AND THE CARIBBEAN"	-0.193	-0.134	-0.076	-0.021	0.032	0.08	0.12	0.152	0.178	0.2	0.224	0.25	0.28	0.314	0.35	0.384	0.415
28	"Antigua and Barbuda"	13.978	14.774	16.501	16.224	15.939	15.698	15.57	15.552	15.582	15.56	15.435	15.208	14.955	14.752	14.592	14.466	14.348
533	"Aruba"	25.736	27.295	23.509	23.47	23.491	23.57	23.689	23.78	23.745	23.588	23.331	22.978	22.621	22.41	22.398	22.489	22.581
44	"Bahamas"	15.254	16.697	17.399	17.212	17.026	16.847	16.685	16.543	16.416	16.291	16.154	16.004	15.853	15.721	15.612	15.545	15.515
